,Country,City,AccentCity,Region,Population,Latitude,Longitude
2067626,pe,cusco,Cusco,08,313210.0,-13.518333300000002,-71.9780556
2070835,pe,huancayo,Huancayo,12,380098.0,-12.0666667,-75.2333333
2071849,pe,ica,Ica,11,247687.0,-14.068055599999996,-75.72555559999998
2072070,pe,iquitos,Iquitos,16,439114.0,-3.7480556,-73.24722220000002
2072827,pe,juliaca,Juliaca,21,247949.0,-15.5,-70.1333333
2074194,pe,lima,Lima,15,7646786.0,-12.05,-77.05
2079076,pe,piura,Piura,20,326592.0,-5.2,-80.6333333
2079476,pe,pucallpa,Pucallpa,25,311793.0,-8.3825,-74.53805559999998
2083844,pe,tacna,Tacna,23,280996.0,-18.0055556,-70.2483333
2085132,pe,trujillo,Trujillo,13,750004.0,-8.1166667,-79.0333333
2097468,pg,port moresby,Port Moresby,20,283733.0,-9.4647222,147.1925
2103056,ph,angeles,Angeles,A1,298948.0,15.1406,120.591
2103290,ph,antipolo,Antipolo,H5,549541.0,14.5886,121.1757
2104122,ph,bacolod,Bacolod,A2,453954.0,10.6677,122.9533
2104151,ph,bacoor,Bacoor,20,356987.0,14.459027,120.929034
2104677,ph,baguio,Baguio,A4,272732.0,16.416389000000002,120.593056
2107205,ph,batangas,Batangas,A7,238907.0,13.7567,121.0584
2108337,ph,binangonan,Binangonan,53,219203.0,14.4646,121.1929
2110940,ph,butuan,Butuan,A8,250200.0,8.949167,125.543611
2111177,ph,cabanatuan,Cabanatuan,A9,220095.0,15.4867,120.9676
2111951,ph,cagayan de oro,Cagayan de Oro,B2,445212.0,8.481111,124.643056
2112158,ph,cainta,Cainta,53,283177.0,14.5786,121.1222
2112311,ph,calamba,Calamba,I2,316633.0,14.2118,121.1655
2115367,ph,cebu,Cebu,B7,758597.0,10.311111,123.891667
2116426,ph,dadiangas,Dadiangas,C6,432571.0,6.112778,125.171667
2117214,ph,dasmarinas,Dasmariñas,20,441878.0,14.329444,120.936667
2117306,ph,davao,Davao,C3,1212285.0,7.0730559999999985,125.612778
2121564,ph,iligan,Iligan,C8,267854.0,8.230833,124.236111
2121609,ph,iloilo,Iloilo,C9,387748.0,10.696944,122.564444
2125268,ph,lapu-lapu,Lapu-Lapu,D4,241391.0,10.310278,123.949444
2126362,ph,lipa,Lipa,D6,213525.0,13.9411,121.1631
2127081,ph,lucena,Lucena,D7,228738.0,13.9348,121.6127
2128897,ph,makati,Makati,D9,510383.0,14.566667,121.033333
2130184,ph,mandaue,Mandaue,D8,288898.0,10.323611,123.922222
2130459,ph,manila,Manila,D9,10443877.0,14.6042,120.9822
2134480,ph,olongapo,Olongapo,E3,219999.0,14.8373,120.2868
2140680,ph,san fernando,San Fernando,50,251157.0,15.0286,120.6898
2141467,ph,san pablo,San Pablo,F7,207572.0,14.0683,121.3256
2141529,ph,san pedro,San Pedro,33,270223.0,14.3595,121.0473
2142188,ph,santa rosa,Santa Rosa,M7,216650.0,14.305579000000002,121.110739
2146558,ph,taytay,Taytay,53,231475.0,14.5678,121.1394
2149511,ph,zamboanga,Zamboanga,G7,460879.0,6.910255,122.071715
2154568,pk,bahawalpur,Bahawalpur,04,552765.0,29.4,71.68333299999998
2170763,pk,chiniot,Chiniot,04,201840.0,31.72,72.978889
2173661,pk,dera ghazi khan,Dera Ghazi Khan,04,236162.0,30.056142,70.634766
2177655,pk,faisalabad,Faisalabad,04,2507302.0,31.416667,73.083333
2189941,pk,gujranwala,Gujranwala,04,1384869.0,32.161667,74.188309
2189944,pk,gujrat,Gujrat,04,301595.0,32.572842,74.078969
2193877,pk,hyderabad,Hyderabad,05,1386840.0,25.39242,68.37365600000001
2194375,pk,islamabad,Islamabad,08,756105.0,33.69,73.0551
2196648,pk,jhang,Jhang,04,341311.0,31.306773,72.32814
2200161,pk,karachi,Karachi,05,11627378.0,24.9056,67.0822
2200968,pk,kasur,Kasur,04,290728.0,31.115556,74.446667
2208230,pk,lahore,Lahore,04,6312576.0,31.549722,74.343611
2209208,pk,larkana,Larkana,05,364168.0,27.555082,68.214137
2213187,pk,mardan,Mardan,03,300545.0,34.201946,72.052539
2214968,pk,mingaora,Mingaora,03,227423.0,34.77584,72.36249000000002
2215452,pk,mirpur khas,Mirpur Khas,05,215739.0,25.5251,69.0159
2217705,pk,multan,Multan,04,1437644.0,30.195556,71.475278
2219927,pk,nawabshah,Nawabshah,05,229590.0,26.248334000000003,68.409554
2221398,pk,okara,Okara,04,223714.0,30.808056,73.445833
2223191,pk,peshawar,Peshawar,03,1219248.0,34.008,71.57848800000002
2225686,pk,quetta,Quetta,02,733970.0,30.199004,67.00970799999999
2227319,pk,rawalpindi,Rawalpindi,04,1743599.0,33.6007,73.0679
2228749,pk,sahiwal,Sahiwal,04,235765.0,30.666667,73.1
2230712,pk,sargodha,Sargodha,04,542761.0,32.083611,72.671111
2233534,pk,shekhupura,Shekhupura,04,361408.0,31.713056,73.97833299999998
2234422,pk,sialkot,Sialkot,04,477537.0,32.510103,74.54313
2235967,pk,sukkur,Sukkur,05,417923.0,27.705164,68.857383
2241709,pk,wah,Wah,04,237584.0,33.797995,72.69570300000002
2245422,pl,bialystok,Bialystok,81,291855.0,53.13333299999999,23.15
2248256,pl,bydgoszcz,Bydgoszcz,73,366452.0,53.127062,18.019987
2249622,pl,cracow,Cracow,77,755050.0,50.083333,19.916667
2250185,pl,czestochowa,Czestochowa,83,248125.0,50.796455,19.124088
2253329,pl,gdansk,Gdansk,82,461865.0,54.36085,18.658291
2253335,pl,gdynia,Gdynia,82,253730.0,54.5,18.55
2259371,pl,katowice,Katowice,83,317316.0,50.258415,19.027545
2259712,pl,kielce,Kielce,84,208598.0,50.833333,20.666667
2267154,pl,lublin,Lublin,75,360044.0,51.25,22.566667
2276429,pl,poznan,Poznan,86,570352.0,52.416667,16.966667
2277662,pl,radom,Radom,78,226794.0,51.400963,21.15809
2282666,pl,sosnowiec,Sosnowiec,83,227295.0,50.272243,19.155039
2285100,pl,szczecin,Szczecin,87,413658.0,53.439531,14.593891
2286314,pl,torun,Torun,73,208717.0,53.03583100000001,18.604844
2287809,pl,warsaw,Warsaw,78,1651676.0,52.25,21.0
2290528,pl,wroclaw,Wroclaw,72,634893.0,51.1,17.033333
2302221,pt,lisbon,Lisbon,14,517798.0,38.716667,-9.133333
2305588,pt,porto,Porto,17,249630.0,41.149606,-8.610992999999999
2310871,py,asuncion,Asunción,06,508797.0,-25.266667,-57.666667
2312347,py,luque,Luque,06,209836.0,-25.266667,-57.566667
2313023,py,san lorenzo,San Lorenzo,06,227898.0,-25.333333,-57.533333
2313509,qa,doha,Doha,01,344939.0,25.286667,51.533333
2317362,ro,braila,Braila,08,213570.0,45.266667,27.983333
2317414,ro,brasov,Brasov,09,276089.0,45.633333,25.583333
2317698,ro,bucharest,Bucharest,10,1877155.0,44.43333300000001,26.1
2320347,ro,cluj-napoca,Cluj-Napoca,13,316749.0,46.766667,23.6
2320733,ro,constanta,Constanta,14,303401.0,44.18333300000001,28.65
2321405,ro,craiova,Craiova,17,304144.0,44.316667,23.8
2324469,ro,galati,Galati,18,294088.0,45.45,28.05
2326767,ro,iasi,Iasi,23,318014.0,47.166667,27.6
2331760,ro,oradea,Oradea,05,203841.0,47.066667,21.933333
2333300,ro,ploiesti,Ploiesti,30,228853.0,44.95,26.016667
2339619,ro,timisoara,Timisoara,36,315055.0,45.749444,21.227222
2343636,rs,belgrade,Belgrade,02,1115200.0,44.818611,20.468056
2353299,rs,pristina,Pristina,02,254023.0,42.666667,21.166667
2362243,ru,angarsk,Angarsk,20,243161.0,52.536667,103.886389
2363682,ru,arkhangelsk,Arkhangelsk,06,344603.0,64.5401,40.5433
2364694,ru,astrakhan,Astrakhan,07,502537.0,46.349683,48.040756
2366743,ru,balakovo,Balakovo,67,201923.0,51.9284,47.9172
2367739,ru,barnaul,Barnaul,04,599586.0,53.360556,83.763611
2369683,ru,belgorod,Belgorod,09,345293.0,50.610743,36.58015200000001
2372855,ru,biysk,Biysk,04,215433.0,52.536389,85.207222
2373022,ru,blagoveshchensk,Blagoveshchensk,05,221298.0,50.266667,127.533333
2380249,ru,bratsk,Bratsk,20,259994.0,56.1497,101.6085
2380708,ru,bryansk,Bryansk,10,427241.0,53.252089,34.371666
2384337,ru,cheboksary,Cheboksary,16,446786.0,56.132222,47.251944
2384722,ru,chelyabinsk,Chelyabinsk,13,1062931.0,55.15444399999999,61.429722
2385276,ru,cherepovets,Cherepovets,85,311854.0,59.13333299999999,37.9
2387478,ru,chita,Chita,93,308294.0,52.031712,113.500867
2394949,ru,dzerzhinsk,Dzerzhinsk,51,256540.0,56.241432,43.455393
2408226,ru,irkutsk,Irkutsk,20,586702.0,52.297778,104.296389
2409398,ru,ivanovo,Ivanovo,21,420843.0,56.99719200000001,40.971392
2410002,ru,izhevsk,Izhevsk,80,631044.0,56.849756000000006,53.204479000000006
2411268,ru,kaliningrad,Kaliningrad,23,434959.0,54.706493,20.510951
2411785,ru,kaluga,Kaluga,25,338982.0,54.529302,36.275415
2416146,ru,kazan,Kazan,73,1104750.0,55.78874,49.122144
2416710,ru,kemerovo,Kemerovo,29,477096.0,55.333333,86.083333
2417125,ru,khabarovsk,Khabarovsk,30,578307.0,48.480833,135.092778
2422151,ru,kirov,Kirov,33,457387.0,58.596654,49.660068
2426903,ru,komsomolsk-na-amure,Komsomolsk-na-Amure,30,275168.0,50.551986,137.015244
2430300,ru,kostroma,Kostroma,37,277658.0,57.766468,40.926864
2432700,ru,krasnodar,Krasnodar,38,649860.0,45.0488,38.9725
2433219,ru,krasnoyarsk,Krasnoyarsk,39,907460.0,56.0091,92.8628
2438799,ru,kurgan,Kurgan,40,343132.0,55.45,65.333333
2439317,ru,kursk,Kursk,41,409435.0,51.737329,36.187349
2444975,ru,lipetsk,Lipetsk,43,515659.0,52.603111,39.570762
2449188,ru,magnitogorsk,Magnitogorsk,13,413357.0,53.418611,59.047222
2449527,ru,makhachkala,Makhachkala,17,497967.0,42.976378,47.502356
2461968,ru,moscow,Moscow,48,10381288.0,55.752222,37.615556
2463383,ru,murmansk,Murmansk,49,319266.0,68.979174,33.092514
2464848,ru,nalchik,Nalchik,22,282916.0,43.498056,43.618889
2468537,ru,nizhnekamsk,Nizhnekamsk,73,234301.0,55.636571,51.824474
2468801,ru,nizhnevartovsk,Nizhnevartovsk,32,244940.0,60.9344,76.5531
2469740,ru,nizhniy novgorod,Nizhniy Novgorod,51,1284176.0,56.326944,44.0075
2469863,ru,nizhniy tagil,Nizhniy Tagil,71,381121.0,57.91944399999999,59.965
2473638,ru,novokuznetsk,Novokuznetsk,29,539622.0,53.7557,87.1099
2474595,ru,novorossiysk,Novorossiysk,38,241860.0,44.724386,37.767524
2475017,ru,novosibirsk,Novosibirsk,53,1419016.0,55.0415,82.9346
2480190,ru,omsk,Omsk,54,1129289.0,55.0,73.4
2480691,ru,orel,Orël,56,333310.0,52.965076,36.078495
2481093,ru,orsk,Orsk,55,246839.0,51.204873,58.566848
2486211,ru,penza,Penza,57,512607.0,53.200656,45.004643
2486843,ru,perm,Perm,90,982428.0,58.00928199999999,56.284063
2488714,ru,petrozavodsk,Petrozavodsk,28,265027.0,61.796131,34.349295
2497580,ru,prokopyevsk,Prokopyevsk,29,215272.0,53.9059,86.719
2498476,ru,pskov,Pskov,60,201992.0,57.8136,28.3496
2503644,ru,rostov-na-donu,Rostov-na-Donu,61,1074495.0,47.23135,39.723284
2505523,ru,ryazan,Ryazan,62,520177.0,54.6269,39.6916
2505649,ru,rybinsk,Rybinsk,88,216726.0,58.044598,38.842594
2506750,ru,saint petersburg,Saint Petersburg,66,4039751.0,59.89444399999999,30.264167
2507291,ru,samara,Samara,65,1134742.0,53.1835,50.1182
2508100,ru,saransk,Saransk,46,303397.0,54.1838,45.1749
2508156,ru,saratov,Saratov,67,863734.0,51.540556,46.008611
2512495,ru,shakhty,Shakhty,61,221315.0,47.709106,40.214434
2520433,ru,smolensk,Smolensk,69,320994.0,54.7818,32.0401
2520951,ru,sochi,Sochi,38,327613.0,43.599167,39.725689
2527464,ru,staryy oskol,Staryy Oskol,09,226980.0,51.296667,37.841667
2527646,ru,stavropol,Stavropol,70,363069.0,45.0428,41.9734
2528163,ru,sterlitamak,Sterlitamak,08,267235.0,53.624619,55.950148
2530422,ru,surgut,Surgut,32,300371.0,61.25,73.416667
2531925,ru,syktyvkar,Syktyvkar,34,230142.0,61.676422,50.809941
2532495,ru,taganrog,Taganrog,61,279060.0,47.23617,38.896878
2533066,ru,tambov,Tambov,72,290936.0,52.731689,41.443262
2537564,ru,tolyatti,Tolyatti,65,718495.0,53.5303,49.3461
2537674,ru,tomsk,Tomsk,75,485523.0,56.494167,84.97416700000002
2540821,ru,tula,Tula,76,468830.0,54.202133,37.644294
2541847,ru,tver,Tver,77,400216.0,56.860491,35.876027
2542331,ru,tyumen,Tyumen,78,519124.0,57.152222,65.527222
2542875,ru,ufa,Ufa,08,1033350.0,54.785167,56.045621
2543450,ru,ulan-ude,Ulan-Ude,11,360281.0,51.826053,107.609794
2544009,ru,ulyanovsk,Ulyanovsk,81,640685.0,54.32824100000001,48.38657
2549555,ru,velikiy novgorod,Velikiy Novgorod,52,215065.0,58.51666700000001,31.283333
2554716,ru,vladikavkaz,Vladikavkaz,68,317372.0,43.036667,44.66777800000001
2554868,ru,vladimir,Vladimir,83,310027.0,56.136547,40.396576
2554872,ru,vladivostok,Vladivostok,59,587029.0,43.128056,131.901111
2555429,ru,volgograd,Volgograd,84,1010331.0,48.71939,44.501835
2555826,ru,vologda,Vologda,85,294892.0,59.2187,39.8886
2556131,ru,volzhskiy,Volzhskiy,84,323298.0,48.785832,44.77973
2556405,ru,voronezh,Voronezh,86,840590.0,51.672035,39.184301
2561274,ru,yaroslavl,Yaroslavl,88,606735.0,57.61977,39.85536
2562375,ru,yekaterinburg,Yekaterinburg,71,1287586.0,56.8519,60.6122
2569633,ru,zelenograd,Zelenograd,48,228298.0,56.001111,37.209167
2574636,rw,kigali,Kigali,09,745526.0,-1.9536111,30.060555600000004
2577512,sa,buraydah,Buraydah,08,341981.0,26.325986,43.974966
2578185,sa,jiddah,Jiddah,14,2545728.0,21.516944,39.219167
2578614,sa,mecca,Mecca,14,1199659.0,21.426667,39.826111
2579141,sa,riyadh,Riyadh,10,3469290.0,24.653664000000006,46.71522
2579546,sa,tabuk,Tabuk,19,355469.0,28.399804,36.571505
2589110,sd,kassala,Kassala,52,401514.0,15.455833300000002,36.3988889
2589256,sd,khartoum,Khartoum,29,1974780.0,15.5880556,32.5341667
2589690,sd,kusti,Kusti,27,345102.0,13.1666667,32.6666667
2593321,sd,umm durman,Umm Durman,29,2810328.0,15.6361111,32.4372222
2594033,sd,wad madani,Wad Madani,38,332752.0,14.4,33.533333299999995
2601366,se,goteborg,Göteborg,28,515253.0,57.716667,11.966667
2609123,se,malmo,Malmö,27,261549.0,55.6,13.0
2617639,se,stockholm,Stockholm,26,1253309.0,59.333333,18.05
2622660,sg,singapore,Singapore,0.0,3547809.0,1.2930556,103.8558333
2624768,si,ljubljana,Ljubljana,4.0,255115.0,46.0552778,14.514444400000002
2628101,sk,bratislava,Bratislava,2.0,423737.0,48.15,17.1166667
2630488,sk,kosice,Kosice,3.0,236563.0,48.71666670000001,21.25
2635398,sl,freetown,Freetown,4.0,1190761.0,8.49,-13.2341667
2641652,sn,dakar,Dakar,1.0,2702820.0,14.670833300000002,-17.438055600000002
2644499,sn,kaolack,Kaolack,10.0,289633.0,14.15,-16.0666667
2651403,sn,thies,Thiès,7.0,320721.0,14.8,-16.9333333
2652303,sn,ziguinchor,Ziguinchor,12.0,255391.0,12.5833333,-16.271944400000002
2653101,so,berbera,Berbera,16.0,242363.0,10.4355556,45.0163889
2655831,so,hargeysa,Hargeysa,16.0,478283.0,9.5833333,44.0666667
2656379,so,kismayo,Kismayo,9.0,234884.0,-0.3666667,42.5333333
2657056,so,mogadishu,Mogadishu,2.0,2590180.0,2.0666667000000003,45.3666667
2658956,sr,paramaribo,Paramaribo,16.0,220306.0,5.8333333,-55.1666667
2663615,sv,san salvador,San Salvador,10.0,526013.0,13.7086111,-89.2030556
2663830,sv,soyapango,Soyapango,10.0,329704.0,13.734722199999998,-89.15138890000001
2665396,sy,aleppo,Aleppo,9.0,2139878.0,36.2027778,37.1586111
2669206,sy,damascus,Damascus,13.0,1576843.0,33.5,36.3
2707212,th,bangkok,Bangkok,40.0,5104475.0,13.753979,100.501444
2749634,th,chiang mai,Chiang Mai,2.0,200952.0,18.790376,98.984683
2749685,th,chon buri,Chon Buri,46.0,219190.0,13.362199,100.983454
2753271,th,nakhon ratchasima,Nakhon Ratchasima,27,208781.0,14.971596,102.08255
2753779,th,nonthaburi,Nonthaburi,38,375826.0,13.862167,100.513417
2754622,th,samut prakan,Samut Prakan,42,388921.0,13.600417000000002,100.596778
2755515,th,udon thani,Udon Thani,76,247232.0,17.415667000000006,102.785889
2756604,tj,dushanbe,Dushanbe,2,543105.0,38.56,68.7738889
2759701,tm,asgabat,Asgabat,1,797900.0,37.95,58.3833333
2761269,tm,turkmenabat,Türkmenabat,4,234828.0,39.1013889,63.575
2761679,tn,aryanah,Aryanah,36,237401.0,36.860117,10.193371
2764667,tn,safaqis,Safaqis,32,276293.0,34.740556,10.760278
2765133,tn,tunis,Tunis,36,692816.0,36.806112,10.171078
2765813,tr,adana,Adana,81,1249680.0,37.001667,35.32888900000001
2769406,tr,ankara,Ankara,68,3519177.0,39.911652,32.840305
2769427,tr,antalya,Antalya,7,758603.0,36.908118,30.695565
2774542,tr,batman,Batman,76,302204.0,37.88737800000001,41.132208
2777949,tr,bursa,Bursa,16,1413485.0,40.191667,29.061111
2783317,tr,corlu,Çorlu,59,202659.0,41.159167,27.8
2785418,tr,denizli,Denizli,20,313402.0,37.774167,29.0875
2789629,tr,erzurum,Erzurum,25,420919.0,39.908611,41.276944
2789811,tr,esenyurt,Esenyurt,34,211443.0,41.033333,28.675278
2790103,tr,eskisehir,Eskisehir,26,515155.0,39.776667,30.520556
2791189,tr,gaziantep,Gaziantep,83,1066561.0,37.059444,37.3825
2791304,tr,gebze,Gebze,41,281585.0,40.802758,29.430684000000007
2800596,tr,istanbul,Istanbul,34,9797536.0,41.018611,28.964722
2800665,tr,izmir,Izmir,35,2501895.0,38.412726,27.138376
2801177,tr,kahramanmaras,Kahramanmaras,46,376247.0,37.584705,36.926405
2805852,tr,kayseri,Kayseri,38,593164.0,38.732222,35.485278
2810277,tr,konya,Konya,71,876004.0,37.871354,32.484636
2814333,tr,malatya,Malatya,44,442046.0,38.350183,38.316669
2814540,tr,manisa,Manisa,45,244095.0,38.612018,27.426465000000004
2815392,tr,mersin,Mersin,32,612540.0,36.732778,34.644167
2818960,tr,osmaniye,Osmaniye,91,202944.0,37.074167,36.247778
2822162,tr,samsun,Samsun,55,394261.0,41.286667,36.33
2825704,tr,sivas,Sivas,58,264163.0,39.748333,37.016111
2827626,tr,tarsus,Tarsus,32,256617.0,36.91876,34.878404
2829963,tr,trabzon,Trabzon,61,244209.0,41.005,39.726944
2831245,tr,urfa,Urfa,63,449785.0,37.16708,38.793919
2831818,tr,van,Van,65,371911.0,38.492393,43.38311
2840277,tw,chungho,Chungho,3,378389.0,24.9944444,121.4727778
2840872,tw,fengshan,Fengshan,4,334443.0,22.6333333,120.35
2842055,tw,hsichih,Hsichih,4,213899.0,25.0691667,121.6505556
2842240,tw,hsinchu,Hsinchu,4,413683.0,24.8047222,120.9713889
2842490,tw,hsintien,Hsintien,4,275698.0,24.95,121.53333329999998
2843357,tw,kaohsiung,Kaohsiung,2,1512832.0,22.6177778,120.3013889
2843358,tw,kaohsiung,Kaohsiung,4,1512832.0,22.6333333,120.35
2843419,tw,keelung,Keelung,4,397516.0,25.1313889,121.7375
2844516,tw,luchou,Luchou,4,203059.0,25.0830556,121.47
2845753,tw,panchiao,Panchiao,3,491891.0,25.0391667,121.525
2846175,tw,pingchen,Pingchen,4,219163.0,24.95,121.2
2846224,tw,pingtung,Pingtung,4,208920.0,22.6725,120.4883333
2846512,tw,sanchung,Sanchung,3,360829.0,25.0630556,121.4638889
2848084,tw,taichung,Taichung,4,1083582.0,24.1433333,120.6813889
2848107,tw,tainan,Tainan,4,734314.0,22.9933333,120.2036111
2848121,tw,taipei,Taipei,3,2514794.0,25.0391667,121.525
2848450,tw,taoyuan,Taoyüan,4,375366.0,24.9869444,121.3055556
2849417,tw,tucheng,Tucheng,4,332405.0,24.9833333,121.4333333
2850791,tw,yungho,Yungho,3,207852.0,25.0,121.4961111
2850801,tw,yungkang,Yungkang,4,240214.0,22.9333333,121.1
2850898,tz,arusha,Arusha,26,341155.0,-3.3666667,36.6833333
2851560,tz,dar es salaam,Dar es Salaam,23,2698651.0,-6.8,39.2833333
2855272,tz,mbeya,Mbeya,9,291672.0,-8.9,33.45
2856061,tz,morogoro,Morogoro,10,250914.0,-6.8166667,37.6666667
2856687,tz,mwanza,Mwanza,12,436811.0,-2.5166667,32.9
2858325,tz,tanga,Tanga,18,224891.0,-5.0666667,39.1
2858834,tz,zanzibar,Zanzibar,25,403670.0,-6.1666667,39.1833333
2863587,ua,cherkasy,Cherkasy,1,297566.0,49.428536,32.06207
2863668,ua,chernihiv,Chernihiv,2,307683.0,51.505507,31.284875
2863689,ua,chernivtsi,Chernivtsi,3,236249.0,48.291488,25.940341
2868637,ua,horlivka,Horlivka,5,278548.0,48.346981,38.054189
2870728,ua,kherson,Kherson,8,320476.0,46.655814,32.6178
2871708,ua,kiev,Kiev,12,2514227.0,50.43333300000001,30.516667
2871801,ua,kirovohrad,Kirovohrad,10,249453.0,48.513199,32.259702000000004
2874447,ua,kremenchuk,Kremenchuk,18,232741.0,49.072005,33.427482
2874908,ua,kryvyy rih,Kryvyy Rih,4,652376.0,47.90965900000001,33.380438
2876995,ua,lvov,Lvov,15,830000.0,49.840661,24.030451
2877427,ua,makiyivka,Makiyivka,5,376607.0,48.047816,37.925764
2883013,ua,odesa,Odesa,17,1001553.0,46.463934,30.738551
2886160,ua,poltava,Poltava,18,317845.0,49.593727,34.540733
2887974,ua,rivne,Rivne,19,255104.0,50.623079,26.22743
2893226,ua,sumy,Sumy,21,294454.0,50.921597,34.800294
2897304,ua,vinnitsa,Vinnitsa,23,332400.0,49.232776,28.480968
2897309,ua,vinnytsya,Vinnytsya,23,352113.0,49.232776,28.480968
2900268,ua,zaporizhzhya,Zaporizhzhya,26,796213.0,47.822892,35.190314
2901318,ua,zhytomyr,Zhytomyr,27,282190.0,50.264868,28.676691
2903754,ug,kampala,Kampala,37,1353236.0,0.31555559999999994,32.5655556
2908046,us,birmingham,Birmingham,AL,231621.0,33.5205556,-86.8025
2912001,us,anchorage,Anchorage,AK,276263.0,61.2180556,-149.90027780000003
2913066,us,chandler,Chandler,AZ,234297.0,33.3061111,-111.8405556
2913414,us,glendale,Glendale,AZ,240112.0,33.538611100000004,-112.1852778
2913764,us,mesa,Mesa,AZ,449878.0,33.4222222,-111.8219444
2913986,us,phoenix,Phoenix,AZ,1428509.0,33.4483333,-112.0733333
2914218,us,scottsdale,Scottsdale,AZ,225796.0,33.5091667,-111.8983333
2914501,us,tucson,Tucson,AZ,518907.0,32.2216667,-110.9258333
2917977,us,anaheim,Anaheim,CA,333689.0,33.8352778,-117.9136111
2918108,us,bakersfield,Bakersfield,CA,291389.0,35.3733333,-119.0177778
2918784,us,chula vista,Chula Vista,CA,213032.0,32.64,-117.0833333
2919611,us,fremont,Fremont,CA,202615.0,37.5483333,-121.9875
2919620,us,fresno,Fresno,CA,465183.0,36.7477778,-119.7713889
2919706,us,glendale,Glendale,CA,203201.0,34.1425,-118.2541667
2920632,us,long beach,Long Beach,CA,482618.0,33.76694439999999,-118.18833329999998
2920652,us,los angeles,Los Angeles,CA,3877129.0,34.0522222,-118.2427778
2920988,us,modesto,Modesto,CA,216008.0,37.6391667,-120.9958333
2921317,us,oakland,Oakland,CA,394579.0,37.8044444,-122.2697222
2921969,us,riverside,Riverside,CA,297554.0,33.9533333,-117.3952778
2922066,us,sacramento,Sacramento,CA,467898.0,38.5816667,-121.4933333
2922099,us,san bernardino,San Bernardino,CA,202381.0,34.1083333,-117.2888889
2922103,us,san diego,San Diego,CA,1287050.0,32.7152778,-117.1563889
2922109,us,san francisco,San Francisco,CA,732072.0,37.775,-122.4183333
2922119,us,san jose,San Jose,CA,897460.0,37.3394444,-121.8938889
2922167,us,santa ana,Santa Ana,CA,343054.0,33.7455556,-117.8669444
2922538,us,stockton,Stockton,CA,289580.0,37.9577778,-121.2897222
2923369,us,aurora,Aurora,CO,299780.0,39.7294444,-104.8313889
2923583,us,colorado springs,Colorado Springs,CO,373072.0,38.8338889,-104.8208333
2923644,us,denver,Denver,CO,555981.0,39.7391667,-104.98416670000002
2927451,us,washington,Washington,DC,552433.0,38.895,-77.0366667
2928706,us,hialeah,Hialeah,FL,224840.0,25.8572222,-80.2783333
2928850,us,jacksonville,Jacksonville,FL,797557.0,30.3319444,-81.6558333
2929260,us,miami,Miami,FL,382894.0,25.7738889,-80.1938889
2929548,us,orlando,Orlando,FL,207970.0,28.538055600000003,-81.3794444
2929957,us,saint petersburg,Saint Petersburg,FL,246316.0,27.770555600000005,-82.67944440000002
2930263,us,tampa,Tampa,FL,324465.0,27.9472222,-82.45861109999998
2930809,us,atlanta,Atlanta,GA,422908.0,33.7488889,-84.3880556
2936286,us,honolulu,Honolulu,HI,384241.0,21.3069444,-157.8583333
2938450,us,chicago,Chicago,IL,2841952.0,41.85,-87.65
2942471,us,fort wayne,Fort Wayne,IN,229715.0,41.1305556,-85.1288889
2942842,us,indianapolis,Indianapolis,IN,773283.0,39.7683333,-86.1580556
2947562,us,kansas city,Kansas City,KS,442028.0,39.1141667,-94.6272222
2948376,us,wichita,Wichita,KS,355244.0,37.6922222,-97.3372222
2950645,us,lexington-fayette,Lexington-Fayette,KY,272079.0,38.0497222,-84.45861109999998
2950744,us,louisville,Louisville,KY,243639.0,38.2541667,-85.7594444
2952793,us,baton rouge,Baton Rouge,LA,223349.0,30.450555600000005,-91.1544444
2954593,us,new orleans,New Orleans,LA,459336.0,29.9544444,-90.075
2957964,us,baltimore,Baltimore,MD,610892.0,39.2902778,-76.6125
2965101,us,boston,Boston,MA,571281.0,42.3583333,-71.0602778
2967770,us,detroit,Detroit,MI,884941.0,42.33138889999999,-83.0458333
2971701,us,minneapolis,Minneapolis,MN,367773.0,44.98,-93.2636111
2972120,us,saint paul,Saint Paul,MN,274792.0,44.9444444,-93.0930556
2976905,us,kansas city,Kansas City,MO,442028.0,39.0997222,-94.5783333
2978183,us,saint louis,Saint Louis,MO,320916.0,38.6272222,-90.1977778
2981118,us,lincoln,Lincoln,NE,242072.0,40.8,-96.6666667
2981295,us,omaha,Omaha,NE,413487.0,41.2586111,-95.9375
2981930,us,henderson,Henderson,NV,239757.0,36.0397222,-114.9811111
2981987,us,las vegas,Las Vegas,NV,540111.0,36.175,-115.1363889
2982099,us,paradise,Paradise,NV,215120.0,36.0972222,-115.1458333
2982141,us,reno,Reno,NV,202142.0,39.5297222,-119.8127778
2984292,us,jersey city,Jersey City,NJ,237681.0,40.72805560000001,-74.0780556
2984705,us,newark,Newark,NJ,280123.0,40.73555560000001,-74.17277779999998
2985688,us,albuquerque,Albuquerque,NM,487378.0,35.084444399999995,-106.6505556
2987717,us,buffalo,Buffalo,NY,279557.0,42.8863889,-78.87861109999999
2990572,us,new york,New York,NY,8107916.0,40.7141667,-74.0063889
2991431,us,rochester,Rochester,NY,211354.0,43.1547222,-77.61583329999998
2993640,us,charlotte,Charlotte,NC,598351.0,35.226944399999994,-80.8433333
2994031,us,durham,Durham,NC,204734.0,35.99388889999999,-78.8988889
